Name,URL,Contract Length,Contract Value,Contract Date
John Klingberg,/players/john-klingberg,"LENGTH: 7 YEARS,LENGTH: 3 YEARS","VALUE: $29,750,000,VALUE: $2,700,000","SIGNING DATE: April 17, 2015,SIGNING DATE: May 16, 2011"
Ian Cole,/players/ian-cole,"LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 3 YEARS","VALUE: $12,750,000,VALUE: $3,900,000,VALUE: $1,650,000,VALUE: $6,300,000","SIGNING DATE: July  1, 2018,SIGNING DATE: March 22, 2010,SIGNING DATE: May 28, 2013,SIGNING DATE: June 29, 2015"
Devan Dubnyk,/players/devan-dubnyk,"LENGTH: 6 YEARS,LENGTH: 1 YEAR,LENGTH: 2 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR","VALUE: $26,000,000,VALUE: $700,000,VALUE: $1,600,000,VALUE: $7,000,000,VALUE: $800,000","SIGNING DATE: June 27, 2015,SIGNING DATE: July 16, 2009,SIGNING DATE: July 13, 2010,SIGNING DATE: July  5, 2012,SIGNING DATE: July  1, 2014"
Sean Couturier,/players/sean-couturier,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $26,000,000,VALUE: $4,125,000,VALUE: $3,500,000","SIGNING DATE: July 28, 2015,SIGNING DATE: September 26, 2011,SIGNING DATE: July 20, 2013"
Brendan Smith,/players/brendan-smith,"LENGTH: 4 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS","VALUE: $17,400,000,VALUE: $2,625,000,VALUE: $2,525,000,VALUE: $5,500,000","SIGNING DATE: June 28, 2017,SIGNING DATE: May 28, 2010,SIGNING DATE: July 17, 2013,SIGNING DATE: June 30, 2015"
Jake Allen,/players/jake-allen,"LENGTH: 4 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS","VALUE: $17,400,000,VALUE: $2,625,000,VALUE: $1,600,000,VALUE: $4,700,000","SIGNING DATE: July  1, 2016,SIGNING DATE: October 22, 2008,SIGNING DATE: July 25, 2013,SIGNING DATE: July  3, 2015"
Brandon Sutter,/players/brandon-sutter,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $21,875,000,VALUE: $3,675,000,VALUE: $6,200,000,VALUE: $6,600,000","SIGNING DATE: August  4, 2015,SIGNING DATE: March 26, 2008,SIGNING DATE: July 13, 2011,SIGNING DATE: August  5, 2014"
Jordan Binnington,/players/jordan-binnington,"LENGTH: 2 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 1 YEAR,LENGTH: 1 YEAR","VALUE: $8,800,000,VALUE: $2,775,000,VALUE: $600,000,VALUE: $660,000,VALUE: $650,000","SIGNING DATE: July 13, 2019,SIGNING DATE: May 31, 2012,SIGNING DATE: July 15, 2016,SIGNING DATE: July 21, 2017,SIGNING DATE: July  6, 2018"
Christian Dvorak,/players/christian-dvorak,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $26,700,000,VALUE: $3,412,500","SIGNING DATE: August  9, 2018,SIGNING DATE: April 19, 2015"
Alex Killorn,/players/alex-killorn,"LENGTH: 7 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS","VALUE: $31,150,000,VALUE: $1,750,000,VALUE: $5,100,000","SIGNING DATE: July 17, 2016,SIGNING DATE: March 19, 2012,SIGNING DATE: June 20, 2014"
Nikita Gusev,/players/nikita-gusev,"LENGTH: 2 YEARS,LENGTH: 1 YEAR","VALUE: $9,000,000,VALUE: $925,000","SIGNING DATE: July 29, 2019,SIGNING DATE: April 14, 2019"
Nikita Zaitsev,/players/nikita-zaitsev,"LENGTH: 7 YEARS,LENGTH: 1 YEAR","VALUE: $31,500,000,VALUE: $1,775,000","SIGNING DATE: May  2, 2017,SIGNING DATE: May  2, 2016"
Mikko Koskinen,/players/mikko-koskinen,"LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR","VALUE: $13,500,000,VALUE: $2,700,000,VALUE: $2,500,000","SIGNING DATE: January 21, 2019,SIGNING DATE: July 13, 2009,SIGNING DATE: May  1, 2018"
Darcy Kuemper,/players/darcy-kuemper,"LENGTH: 2 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR,LENGTH: 1 YEAR,LENGTH: 2 YEARS","VALUE: $9,000,000,VALUE: $2,700,000,VALUE: $2,500,000,VALUE: $1,550,000,VALUE: $650,000,VALUE: $3,700,000","SIGNING DATE: October  2, 2019,SIGNING DATE: May 26, 2011,SIGNING DATE: September 20, 2014,SIGNING DATE: July  5, 2016,SIGNING DATE: July  1, 2017,SIGNING DATE: February 21, 2018"
Shayne Gostisbehere,/players/shayne-gostisbehere,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $27,000,000,VALUE: $4,262,500","SIGNING DATE: June  9, 2017,SIGNING DATE: May 26, 2014"
Marcus Johansson,/players/marcus-johansson,"LENGTH: 2 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR,LENGTH: 3 YEARS","VALUE: $9,000,000,VALUE: $2,700,000,VALUE: $4,000,000,VALUE: $3,750,000,VALUE: $13,750,000","SIGNING DATE: July  6, 2019,SIGNING DATE: May 17, 2010,SIGNING DATE: September  8, 2013,SIGNING DATE: July 31, 2015,SIGNING DATE: July 20, 2016"
Jason Demers,/players/jason-demers,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR,LENGTH: 2 YEARS","VALUE: $22,500,000,VALUE: $1,630,000,VALUE: $2,500,000,VALUE: $1,500,000,VALUE: $6,800,000","SIGNING DATE: July  2, 2016,SIGNING DATE: September 29, 2008,SIGNING DATE: July 30, 2010,SIGNING DATE: June 27, 2013,SIGNING DATE: July 17, 2014"
Nazem Kadri,/players/nazem-kadri,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR","VALUE: $27,000,000,VALUE: $5,250,000,VALUE: $5,800,000,VALUE: $4,100,000","SIGNING DATE: April 13, 2016,SIGNING DATE: July  6, 2009,SIGNING DATE: September 10, 2013,SIGNING DATE: July  5, 2015"
Rasmus Andersson,/players/rasmus-andersson,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $27,300,000,VALUE: $2,775,000","SIGNING DATE: January  8, 2020,SIGNING DATE: September 14, 2015"
Calvin De Haan,/players/calvin-de-haan,"LENGTH: 4 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR","VALUE: $18,200,000,VALUE: $4,500,000,VALUE: $5,900,000,VALUE: $3,300,000","SIGNING DATE: July  3, 2018,SIGNING DATE: May  2, 2010,SIGNING DATE: July 15, 2014,SIGNING DATE: August  2, 2017"
Artem Anisimov,/players/artem-anisimov,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 3 YEARS","VALUE: $22,750,000,VALUE: $2,550,000,VALUE: $3,750,000,VALUE: $9,850,000","SIGNING DATE: July  1, 2015,SIGNING DATE: July 11, 2007,SIGNING DATE: July  8, 2011,SIGNING DATE: June 26, 2013"
Jakob Chychrun,/players/jakob-chychrun,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $27,600,000,VALUE: $4,050,000","SIGNING DATE: November 13, 2018,SIGNING DATE: July 30, 2016"
Ryan Murray,/players/ryan-murray,"LENGTH: 2 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR","VALUE: $9,200,000,VALUE: $10,575,000,VALUE: $5,650,000,VALUE: $2,825,000","SIGNING DATE: July  1, 2019,SIGNING DATE: July 25, 2012,SIGNING DATE: February 11, 2016,SIGNING DATE: July 14, 2018"
Kyle Palmieri,/players/kyle-palmieri,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS","VALUE: $23,250,000,VALUE: $3,075,000,VALUE: $4,400,000","SIGNING DATE: July  7, 2016,SIGNING DATE: August  3, 2010,SIGNING DATE: July 26, 2013"
Colin White,/players/colin-white,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $28,500,000,VALUE: $4,475,000","SIGNING DATE: August 21, 2019,SIGNING DATE: April  2, 2017"
Alex Tuch,/players/alex-tuch,"LENGTH: 7 YEARS,LENGTH: 3 YEARS","VALUE: $33,250,000,VALUE: $4,050,000","SIGNING DATE: October 19, 2018,SIGNING DATE: April 13, 2016"
Elias Lindholm,/players/elias-lindholm,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $29,100,000,VALUE: $5,325,000,VALUE: $5,400,000","SIGNING DATE: July 16, 2018,SIGNING DATE: July 15, 2013,SIGNING DATE: August 27, 2015"
Michael Matheson,/players/michael-matheson,"LENGTH: 8 YEARS,LENGTH: 3 YEARS","VALUE: $39,000,000,VALUE: $2,775,000","SIGNING DATE: October  7, 2017,SIGNING DATE: April  1, 2015"
Marián Gáborík,/players/marian-gaborik,"LENGTH: 7 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 5 YEARS","VALUE: $34,125,000,VALUE: $5,579,000,VALUE: $19,000,000,VALUE: $37,500,000","SIGNING DATE: June 26, 2014,SIGNING DATE: October 31, 2003,SIGNING DATE: July  5, 2006,SIGNING DATE: July  1, 2009"
Charlie McAvoy,/players/charlie-mcavoy,"LENGTH: 3 YEARS,LENGTH: 3 YEARS","VALUE: $14,700,000,VALUE: $3,775,000","SIGNING DATE: September 15, 2019,SIGNING DATE: April 10, 2017"
Ben Bishop,/players/ben-bishop,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 1 YEAR,LENGTH: 2 YEARS,LENGTH: 2 YEARS","VALUE: $29,500,000,VALUE: $2,680,000,VALUE: $600,000,VALUE: $650,000,VALUE: $4,600,000,VALUE: $11,900,000","SIGNING DATE: May 12, 2017,SIGNING DATE: March 11, 2008,SIGNING DATE: July  5, 2011,SIGNING DATE: February 26, 2012,SIGNING DATE: April 15, 2013,SIGNING DATE: August  2, 2014"
Noah Hanifin,/players/noah-hanifin,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $29,700,000,VALUE: $2,775,000","SIGNING DATE: August 30, 2018,SIGNING DATE: July 11, 2015"
Samuel Girard,/players/samuel-girard,"LENGTH: 7 YEARS,LENGTH: 3 YEARS","VALUE: $35,000,000,VALUE: $2,775,000","SIGNING DATE: July 31, 2019,SIGNING DATE: September 29, 2016"
Zachary Werenski,/players/zachary-werenski,"LENGTH: 3 YEARS,LENGTH: 3 YEARS","VALUE: $15,000,000,VALUE: $5,325,000","SIGNING DATE: September  9, 2019,SIGNING DATE: March 29, 2016"
Danny DeKeyser,/players/danny-dekeyser1,"LENGTH: 6 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS","VALUE: $30,000,000,VALUE: $2,700,000,VALUE: $4,375,000","SIGNING DATE: July 26, 2016,SIGNING DATE: March 30, 2013,SIGNING DATE: September 20, 2014"
Josh Bailey,/players/josh-bailey,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 5 YEARS","VALUE: $30,000,000,VALUE: $5,175,000,VALUE: $2,100,000,VALUE: $16,500,000","SIGNING DATE: February 23, 2018,SIGNING DATE: October  2, 2008,SIGNING DATE: September 16, 2011,SIGNING DATE: July 17, 2013"
Reilly Smith,/players/reilly-smith,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 2 YEARS","VALUE: $25,000,000,VALUE: $2,700,000,VALUE: $1,400,000,VALUE: $6,850,000","SIGNING DATE: July  3, 2016,SIGNING DATE: March 26, 2012,SIGNING DATE: September 28, 2014,SIGNING DATE: March  6, 2015"
Pekka Rinne,/players/pekka-rinne,"LENGTH: 2 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR,LENGTH: 2 YEARS,LENGTH: 7 YEARS","VALUE: $10,000,000,VALUE: $909,400,VALUE: $1,095,000,VALUE: $725,000,VALUE: $6,800,000,VALUE: $49,000,000","SIGNING DATE: November  3, 2018,SIGNING DATE: August 23, 2005,SIGNING DATE: June 25, 2007,SIGNING DATE: July 25, 2008,SIGNING DATE: February 24, 2010,SIGNING DATE: November  4, 2011"
Semyon Varlamov,/players/semyon-varlamov,"LENGTH: 4 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 5 YEARS","VALUE: $20,000,000,VALUE: $2,550,000,VALUE: $8,500,000,VALUE: $29,500,000","SIGNING DATE: July  1, 2019,SIGNING DATE: June 11, 2007,SIGNING DATE: July  2, 2011,SIGNING DATE: January 30, 2014"
Niklas Hjalmarsson,/players/niklas-hjalmarsson,"LENGTH: 2 YEARS,LENGTH: 3 YEARS,LENGTH: 4 YEARS,LENGTH: 5 YEARS","VALUE: $10,000,000,VALUE: $1,930,000,VALUE: $14,000,000,VALUE: $20,500,000","SIGNING DATE: July  1, 2018,SIGNING DATE: May 31, 2007,SIGNING DATE: July 19, 2010,SIGNING DATE: September  4, 2013"
Jonathan Marchessault,/players/jonathan-marchessault,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 2 YEARS","VALUE: $30,000,000,VALUE: $2,775,000,VALUE: $600,000,VALUE: $1,500,000","SIGNING DATE: January  3, 2018,SIGNING DATE: July  1, 2012,SIGNING DATE: June 28, 2015,SIGNING DATE: July  1, 2016"
Tyler Johnson,/players/tyler-johnson,"LENGTH: 7 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS","VALUE: $35,000,000,VALUE: $2,700,000,VALUE: $10,000,000","SIGNING DATE: July 10, 2017,SIGNING DATE: March  7, 2011,SIGNING DATE: May 26, 2014"
Morgan Rielly,/players/morgan-rielly,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $30,000,000,VALUE: $5,325,000","SIGNING DATE: April 13, 2016,SIGNING DATE: August  7, 2012"
Tyler Bozak,/players/tyler-bozak,"LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS,LENGTH: 5 YEARS","VALUE: $15,000,000,VALUE: $7,450,000,VALUE: $3,000,000,VALUE: $21,000,000","SIGNING DATE: July  1, 2018,SIGNING DATE: April  3, 2009,SIGNING DATE: July  6, 2011,SIGNING DATE: July  5, 2013"
Robin Lehner,/players/robin-lehner,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 1 YEAR,LENGTH: 1 YEAR","VALUE: $25,000,000,VALUE: $2,700,000,VALUE: $6,675,000,VALUE: $4,000,000,VALUE: $1,500,000,VALUE: $5,000,000","SIGNING DATE: October  3, 2020,SIGNING DATE: March 30, 2010,SIGNING DATE: July 31, 2014,SIGNING DATE: July 25, 2017,SIGNING DATE: July  3, 2018,SIGNING DATE: July  1, 2019"
Jean-Gabriel Pageau,/players/jean-gabriel-pageau,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 3 YEARS","VALUE: $30,000,000,VALUE: $1,840,000,VALUE: $1,800,000,VALUE: $9,300,000","SIGNING DATE: February 24, 2020,SIGNING DATE: June  8, 2012,SIGNING DATE: June 18, 2015,SIGNING DATE: July 17, 2017"
Frederik Andersen,/players/frederik-andersen,"LENGTH: 5 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS","VALUE: $25,000,000,VALUE: $3,550,000,VALUE: $2,300,000","SIGNING DATE: June 20, 2016,SIGNING DATE: July 10, 2012,SIGNING DATE: October 25, 2013"
Dmitry Orlov,/players/dmitry-orlov,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR","VALUE: $30,600,000,VALUE: $2,700,000,VALUE: $4,000,000,VALUE: $2,570,000","SIGNING DATE: June 30, 2017,SIGNING DATE: March  2, 2011,SIGNING DATE: March 13, 2014,SIGNING DATE: September 21, 2016"
Tom Wilson,/players/tom-wilson,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $31,000,000,VALUE: $3,975,000,VALUE: $4,000,000","SIGNING DATE: July 27, 2018,SIGNING DATE: July 19, 2012,SIGNING DATE: June 30, 2016"
Yanni Gourde,/players/yanni-gourde,"LENGTH: 6 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR,LENGTH: 2 YEARS","VALUE: $31,000,000,VALUE: $1,175,000,VALUE: $575,000,VALUE: $2,000,000","SIGNING DATE: November  2, 2018,SIGNING DATE: March 10, 2014,SIGNING DATE: July 25, 2016,SIGNING DATE: June 26, 2017"
Shea Theodore,/players/shea-theodore,"LENGTH: 7 YEARS,LENGTH: 3 YEARS","VALUE: $36,400,000,VALUE: $2,775,000","SIGNING DATE: September 25, 2018,SIGNING DATE: October  1, 2013"
Hampus Lindholm,/players/hampus-lindholm,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $31,500,000,VALUE: $5,325,000","SIGNING DATE: October 27, 2016,SIGNING DATE: July 16, 2012"
Brady Skjei,/players/brady-skjei,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $31,500,000,VALUE: $2,775,000","SIGNING DATE: July 28, 2018,SIGNING DATE: April  1, 2015"
Charlie Coyle,/players/charlie-coyle,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 5 YEARS","VALUE: $31,500,000,VALUE: $2,925,000,VALUE: $16,000,000","SIGNING DATE: November 27, 2019,SIGNING DATE: March  1, 2012,SIGNING DATE: October 23, 2014"
Nino Niederreiter,/players/nino-niederreiter,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS","VALUE: $26,250,000,VALUE: $8,475,000,VALUE: $8,000,000","SIGNING DATE: July 30, 2017,SIGNING DATE: September 21, 2010,SIGNING DATE: September 20, 2014"
Frans Nielsen,/players/frans-nielsen,"LENGTH: 6 YEARS,LENGTH: 2 YEARS,LENGTH: 4 YEARS,LENGTH: 4 YEARS","VALUE: $31,500,000,VALUE: $1,245,000,VALUE: $2,100,000,VALUE: $11,000,000","SIGNING DATE: July  1, 2016,SIGNING DATE: May 15, 2006,SIGNING DATE: July 19, 2008,SIGNING DATE: February  6, 2012"
J.T. Miller,/players/jt-miller,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 2 YEARS","VALUE: $26,250,000,VALUE: $3,825,000,VALUE: $874,000,VALUE: $5,500,000","SIGNING DATE: June 26, 2018,SIGNING DATE: July 28, 2011,SIGNING DATE: July 15, 2015,SIGNING DATE: July 13, 2016"
Jakob Silfverberg,/players/jakob-silfverberg,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 4 YEARS","VALUE: $26,250,000,VALUE: $2,700,000,VALUE: $850,000,VALUE: $15,000,000","SIGNING DATE: March  1, 2019,SIGNING DATE: June 13, 2011,SIGNING DATE: August 14, 2014,SIGNING DATE: August  7, 2015"
Jeff Carter,/players/jeff-carter,"LENGTH: 11 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS","VALUE: $58,000,000,VALUE: $2,827,200,VALUE: $15,000,000","SIGNING DATE: November 13, 2010,SIGNING DATE: July 27, 2005,SIGNING DATE: June 27, 2008"
Marián Hossa,/players/marian-hossa,"LENGTH: 12 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR","VALUE: $63,300,000,VALUE: $18,000,000,VALUE: $7,450,000","SIGNING DATE: July  1, 2009,SIGNING DATE: August 23, 2005,SIGNING DATE: July  2, 2008"
Bryan Little,/players/bryan-little,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 5 YEARS","VALUE: $31,750,000,VALUE: $2,700,000,VALUE: $7,150,000,VALUE: $23,500,000","SIGNING DATE: September 14, 2017,SIGNING DATE: April 20, 2007,SIGNING DATE: August 24, 2010,SIGNING DATE: July 22, 2013"
Jaccob Slavin,/players/jaccob-slavin,"LENGTH: 7 YEARS,LENGTH: 3 YEARS","VALUE: $37,100,000,VALUE: $2,497,500","SIGNING DATE: July 12, 2017,SIGNING DATE: July  1, 2015"
Max Domi,/players/max-domi,"LENGTH: 2 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $10,600,000,VALUE: $4,275,000,VALUE: $6,300,000","SIGNING DATE: October  7, 2020,SIGNING DATE: July 14, 2013,SIGNING DATE: June 16, 2018"
Tomas Tatar,/players/tomas-tatar,"LENGTH: 4 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS","VALUE: $21,200,000,VALUE: $2,700,000,VALUE: $8,250,000","SIGNING DATE: July 21, 2017,SIGNING DATE: September 18, 2009,SIGNING DATE: July 27, 2014"
Ondrej Palat,/players/ondrej-palat,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS","VALUE: $26,500,000,VALUE: $1,725,000,VALUE: $10,000,000","SIGNING DATE: July 14, 2017,SIGNING DATE: October 10, 2011,SIGNING DATE: June  9, 2014"
Patric Hörnqvist,/players/patric-hornqvist,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 5 YEARS","VALUE: $26,500,000,VALUE: $2,140,000,VALUE: $9,250,000,VALUE: $21,250,000","SIGNING DATE: February 26, 2018,SIGNING DATE: June  1, 2007,SIGNING DATE: August 24, 2010,SIGNING DATE: April 30, 2013"
Roberto Luongo,/players/roberto-luongo,"LENGTH: 12 YEARS,LENGTH: 1 YEAR,LENGTH: 4 YEARS","VALUE: $64,000,000,VALUE: $3,200,000,VALUE: $27,000,000","SIGNING DATE: September  2, 2009,SIGNING DATE: August 25, 2005,SIGNING DATE: June 29, 2006"
Jaden Schwartz,/players/jaden-schwartz,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $26,750,000,VALUE: $3,500,000,VALUE: $4,700,000","SIGNING DATE: July 15, 2016,SIGNING DATE: March 12, 2012,SIGNING DATE: October  5, 2014"
Mikael Backlund,/players/mikael-backlund,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 2 YEARS,LENGTH: 3 YEARS","VALUE: $32,100,000,VALUE: $3,900,000,VALUE: $725,000,VALUE: $3,000,000,VALUE: $10,725,000","SIGNING DATE: February 16, 2018,SIGNING DATE: May  2, 2008,SIGNING DATE: July  5, 2012,SIGNING DATE: July 10, 2013,SIGNING DATE: June 20, 2015"
Mika Zibanejad,/players/mika-zibanejad,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $26,750,000,VALUE: $5,325,000,VALUE: $5,250,000","SIGNING DATE: July 25, 2017,SIGNING DATE: July 13, 2011,SIGNING DATE: June 25, 2015"
Rasmus Ristolainen,/players/rasmus-ristolainen,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $32,400,000,VALUE: $5,325,000","SIGNING DATE: October 11, 2016,SIGNING DATE: July 12, 2013"
Seth Jones,/players/seth-jones,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $32,400,000,VALUE: $9,675,000","SIGNING DATE: June 29, 2016,SIGNING DATE: July 10, 2013"
Teuvo Teräväinen,/players/teuvo-teravainen,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $27,000,000,VALUE: $4,475,000,VALUE: $5,720,000","SIGNING DATE: January 21, 2019,SIGNING DATE: August 21, 2013,SIGNING DATE: June 15, 2017"
Alex Goligoski,/players/alex-goligoski,"LENGTH: 5 YEARS,LENGTH: 2 YEARS,LENGTH: 3 YEARS,LENGTH: 4 YEARS","VALUE: $27,375,000,VALUE: $1,968,400,VALUE: $5,500,000,VALUE: $18,400,000","SIGNING DATE: June 21, 2016,SIGNING DATE: July 10, 2007,SIGNING DATE: June 19, 2009,SIGNING DATE: January 23, 2012"
Travis Konecny,/players/travis-konecny,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $33,000,000,VALUE: $3,412,500","SIGNING DATE: September 16, 2019,SIGNING DATE: July 16, 2015"
Gustav Nyquist,/players/gustav-nyquist,"LENGTH: 4 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS,LENGTH: 4 YEARS","VALUE: $22,000,000,VALUE: $1,750,000,VALUE: $1,900,000,VALUE: $19,000,000","SIGNING DATE: July  1, 2019,SIGNING DATE: March 25, 2011,SIGNING DATE: August 21, 2013,SIGNING DATE: July 10, 2015"
Jason Zucker,/players/jason-zucker,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 2 YEARS","VALUE: $27,500,000,VALUE: $2,500,000,VALUE: $1,800,500,VALUE: $4,000,000","SIGNING DATE: July 25, 2018,SIGNING DATE: March 27, 2012,SIGNING DATE: July 15, 2014,SIGNING DATE: June 29, 2016"
Nick Leddy,/players/nick-leddy,"LENGTH: 7 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS","VALUE: $38,500,000,VALUE: $3,350,000,VALUE: $5,400,000","SIGNING DATE: February 24, 2015,SIGNING DATE: July 27, 2010,SIGNING DATE: July  3, 2013"
Colton Parayko,/players/colton-parayko,"LENGTH: 5 YEARS,LENGTH: 2 YEARS","VALUE: $27,500,000,VALUE: $1,850,000","SIGNING DATE: July 20, 2017,SIGNING DATE: March 10, 2015"
Nick Foligno,/players/nick-foligno,"LENGTH: 6 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 3 YEARS","VALUE: $33,000,000,VALUE: $2,550,000,VALUE: $2,400,000,VALUE: $9,250,000","SIGNING DATE: December 31, 2014,SIGNING DATE: March 21, 2007,SIGNING DATE: July 21, 2010,SIGNING DATE: July  6, 2012"
Jordan Eberle,/players/jordan-eberle,"LENGTH: 5 YEARS,LENGTH: 3 YEARS,LENGTH: 6 YEARS","VALUE: $27,500,000,VALUE: $3,562,500,VALUE: $36,000,000","SIGNING DATE: June 14, 2019,SIGNING DATE: March 23, 2009,SIGNING DATE: August 30, 2012"
Anton Strålman,/players/anton-stralman,"LENGTH: 3 YEARS,LENGTH: 3 YEARS,LENGTH: 1 YEAR,LENGTH: 1 YEAR,LENGTH: 2 YEARS,LENGTH: 5 YEARS","VALUE: $16,500,000,VALUE: $2,195,000,VALUE: $1,950,000,VALUE: $900,000,VALUE: $3,400,000,VALUE: $22,500,000","SIGNING DATE: July  1, 2019,SIGNING DATE: May 16, 2007,SIGNING DATE: July 28, 2010,SIGNING DATE: November  4, 2011,SIGNING DATE: July 26, 2012,SIGNING DATE: July  1, 2014"
Jonathan Drouin,/players/jonathan-drouin,"LENGTH: 6 YEARS,LENGTH: 3 YEARS","VALUE: $33,000,000,VALUE: $9,675,000","SIGNING DATE: June 15, 2017,SIGNING DATE: July  5, 2013"
Andrew Ladd,/players/andrew-ladd,"LENGTH: 7 YEARS,LENGTH: 3 YEARS,LENGTH: 2 YEARS,LENGTH: 1 YEAR,LENGTH: 5 YEARS","VALUE: $38,500,000,VALUE: $5,502,600,VALUE: $3,100,000,VALUE: $2,350,000,VALUE: $22,000,000","SIGNING DATE: July  1, 2016,SIGNING DATE: September 27, 2005,SIGNING DATE: June 23, 2008,SIGNING DATE: July 29, 2010,SIGNING DATE: July  5, 2011"
